Id,Area,Bedrooms,Bathrooms,Floors,YearBuilt,Location,Condition,Garage,Price
973,2908,3,4,2,2017,Rural,Excellent,Yes,942961
974,2464,2,2,2,1994,Downtown,Excellent,No,915135
975,3164,2,4,3,2006,Suburban,Excellent,No,953725
976,3669,2,5,1,1999,Rural,Excellent,No,954146
977,2447,4,4,3,2005,Urban,Good,Yes,948836
978,1739,2,3,3,2020,Downtown,Excellent,Yes,996156
979,1121,5,4,1,2010,Rural,Good,No,563275
980,1363,2,1,3,2015,Suburban,Poor,No,397952
981,2129,2,1,2,1998,Suburban,Fair,No,583838
982,1173,4,1,2,2013,Rural,Fair,No,418337
983,3803,2,1,1,2014,Downtown,Excellent,Yes,1158021
984,2291,2,2,2,2007,Downtown,Fair,No,780999
985,4716,6,4,2,1992,Rural,Fair,No,1016404
986,3870,5,2,3,2001,Downtown,Excellent,No,1226272
987,1346,3,4,2,2024,Urban,Excellent,Yes,877171
988,2640,2,5,3,2007,Downtown,Excellent,Yes,1142521
989,3823,6,1,1,1990,Urban,Good,Yes,1039611
990,4642,4,5,1,2003,Rural,Poor,No,959242
991,4294,2,3,1,2012,Rural,Excellent,Yes,1005423
992,4383,4,3,3,2005,Suburban,Excellent,Yes,1191742
993,2652,1,2,2,2022,Downtown,Excellent,No,948683
994,1276,5,2,3,2008,Suburban,Excellent,No,704570
995,1997,1,5,1,1991,Urban,Poor,No,604644
996,1235,6,1,3,1997,Suburban,Excellent,No,677597
997,2374,6,1,3,2014,Suburban,Excellent,Yes,958364
998,1442,4,3,2,1983,Rural,Poor,No,403932
999,2645,3,2,1,1985,Rural,Excellent,Yes,716233
1000,3361,2,1,1,1986,Suburban,Fair,Yes,753829
1001,4798,1,3,2,2015,Suburban,Fair,No,1023593
1002,1589,2,2,1,2002,Urban,Fair,Yes,619314
1003,3190,1,4,1,2009,Suburban,Poor,No,720512
1004,959,1,2,2,1999,Downtown,Poor,Yes,549677
1005,1376,5,3,3,2024,Downtown,Fair,No,805100
1006,3204,6,4,1,2001,Rural,Excellent,No,976561
1007,2504,5,5,3,1980,Suburban,Poor,Yes,823361
1008,2536,6,4,1,2019,Rural,Poor,Yes,733409
1009,4685,3,2,1,2004,Suburban,Poor,Yes,971085
1010,3292,2,3,2,2021,Rural,Excellent,No,844445
1011,2476,6,3,2,1995,Suburban,Poor,Yes,750976
1012,3725,5,3,1,2008,Rural,Poor,No,742698
1013,2176,1,2,1,1988,Rural,Fair,Yes,490893
1014,4756,1,4,3,2009,Urban,Fair,Yes,1171322
1015,4073,2,5,1,1999,Urban,Excellent,Yes,1203818
1016,4541,1,3,2,2004,Suburban,Excellent,No,1112448
1017,4739,5,4,1,2010,Rural,Excellent,No,1128864
1018,3059,5,5,1,2015,Suburban,Good,No,986126
1019,3105,4,3,2,2015,Downtown,Poor,No,924936
1020,4444,2,2,1,1980,Rural,Good,No,877205
1021,4006,4,3,2,2011,Urban,Poor,No,937959
1022,1619,4,5,1,1992,Downtown,Good,No,900750
1023,4602,6,3,3,1983,Downtown,Excellent,Yes,1447455
1024,4513,1,3,3,2023,Rural,Fair,No,945484
1025,1807,3,2,3,2017,Suburban,Poor,Yes,583313
1026,3748,4,5,1,2013,Suburban,Excellent,Yes,1173810
1027,2671,6,3,3,2014,Downtown,Good,No,1064543
1028,1495,6,5,2,1989,Urban,Fair,No,762758
1029,652,2,4,1,1986,Rural,Excellent,No,459333
1030,4130,2,2,2,1991,Suburban,Fair,No,855703
1031,4717,1,4,3,1993,Suburban,Fair,Yes,1068315
1032,2171,3,4,2,2020,Rural,Fair,Yes,686015
1033,1302,4,1,2,1984,Urban,Poor,Yes,551028
1034,4574,6,1,1,1983,Urban,Poor,Yes,994323
1035,2329,5,1,2,2018,Urban,Excellent,No,897280
1036,4118,3,3,3,2001,Urban,Fair,No,1054338
1037,3700,5,1,2,2001,Rural,Poor,No,734165
1038,1737,1,5,1,2013,Urban,Fair,No,690498
1039,4492,5,4,3,1992,Rural,Good,Yes,1147752
1040,974,6,3,3,2008,Suburban,Excellent,No,710295
1041,3453,4,4,3,2024,Rural,Excellent,No,1008854
1042,1772,5,5,3,2012,Rural,Fair,No,656555
1043,3068,6,5,2,1990,Downtown,Poor,No,1023235
1044,2593,2,2,3,2024,Rural,Poor,No,542415
1045,1912,3,4,2,1994,Urban,Excellent,Yes,886633
1046,4978,6,4,1,2024,Urban,Fair,Yes,1299397
1047,3688,6,4,3,2021,Downtown,Fair,Yes,1257719
1048,1547,3,1,1,1985,Urban,Fair,Yes,578315
1049,1643,3,4,3,1980,Urban,Poor,Yes,693910
1050,4070,3,3,3,1988,Suburban,Poor,No,850754
1051,4373,3,2,2,1994,Downtown,Excellent,Yes,1292829
1052,1794,6,1,3,2000,Urban,Poor,No,671619
1053,2367,4,3,3,2004,Rural,Good,Yes,774420
1054,2443,6,1,1,2011,Downtown,Good,Yes,939061
1055,3813,3,4,3,2010,Urban,Excellent,No,1153099
1056,4924,6,3,2,2024,Suburban,Excellent,Yes,1328737
1057,3249,5,1,3,1999,Downtown,Fair,Yes,1061623
1058,4552,3,2,1,1993,Suburban,Poor,No,843802
1059,1809,4,4,3,1990,Rural,Poor,No,566216
1060,2071,1,1,3,2021,Urban,Excellent,Yes,852247
1061,2607,1,1,1,2005,Downtown,Good,Yes,877015
1062,1334,4,4,2,2020,Downtown,Good,Yes,886958
1063,1555,1,1,2,2021,Suburban,Poor,No,410352
1064,1374,5,2,2,2010,Downtown,Good,Yes,833063
1065,3264,1,5,1,2005,Rural,Excellent,No,841459
1066,4850,5,5,3,2021,Rural,Fair,Yes,1175930
1067,2074,1,5,2,2000,Rural,Poor,Yes,561560
1068,1920,1,5,2,1982,Rural,Poor,No,488252
1069,2005,4,1,1,1999,Rural,Good,No,526656
1070,4617,6,3,3,2002,Suburban,Poor,Yes,1101742
1071,900,2,2,2,1993,Suburban,Fair,No,402258
1072,1652,6,5,2,1984,Urban,Good,No,830546
1073,3877,4,1,2,2023,Downtown,Fair,Yes,1077813
1074,2806,6,2,3,2003,Suburban,Excellent,Yes,1015735
1075,4152,4,1,3,1995,Rural,Good,Yes,994500
1076,1501,6,5,2,1984,Urban,Poor,No,700959
1077,2838,2,2,2,1980,Rural,Excellent,Yes,790938
1078,1460,1,2,3,1999,Downtown,Poor,No,606261
1079,2820,5,1,1,1990,Urban,Excellent,Yes,955942
1080,4955,5,5,2,2010,Suburban,Good,Yes,1341589
1081,1873,6,2,1,2004,Urban,Poor,No,632836
1082,4026,6,4,1,2008,Urban,Excellent,No,1223322
1083,4104,5,2,2,2020,Rural,Good,No,968871
1084,1338,6,1,1,1995,Rural,Fair,Yes,447896
1085,2941,5,4,1,2007,Suburban,Excellent,No,1001148
1086,4961,6,1,2,1980,Suburban,Poor,No,989372
1087,2600,6,5,3,2018,Rural,Excellent,Yes,1056018
1088,2443,2,1,2,1988,Urban,Poor,No,623582
1089,3705,2,3,1,2001,Suburban,Poor,No,766438
1090,4557,3,3,1,1980,Downtown,Fair,No,1148136
1091,890,4,5,2,1983,Urban,Poor,No,560513
1092,3044,3,1,1,2002,Suburban,Excellent,No,788741
1093,1430,4,4,1,1985,Suburban,Excellent,Yes,777036
1094,656,2,3,1,2010,Downtown,Good,No,643695
1095,4108,2,5,2,1986,Downtown,Excellent,Yes,1305993
1096,3497,6,4,1,2002,Suburban,Poor,Yes,920607
1097,929,2,4,2,2001,Rural,Fair,Yes,482527
1098,2777,1,4,2,2015,Downtown,Fair,No,931877
1099,4711,6,4,1,1987,Rural,Poor,Yes,981682
1100,3419,5,1,3,1995,Rural,Good,No,794607
1101,4158,4,3,2,2011,Rural,Excellent,Yes,1074897
1102,4788,2,2,2,1987,Urban,Fair,No,1018466
1103,4482,6,1,3,2012,Suburban,Fair,Yes,1083155
1104,1586,2,4,1,1997,Suburban,Fair,No,512484
1105,2235,1,1,2,2006,Urban,Fair,Yes,679138
1106,4090,4,1,3,2007,Rural,Good,Yes,965540
1107,3578,3,3,3,2006,Suburban,Good,Yes,1003632
1108,934,1,1,3,2000,Suburban,Good,No,455951
1109,1425,4,2,2,2011,Urban,Good,No,668243
1110,1393,6,1,3,2015,Suburban,Good,No,676152
1111,4932,5,3,1,2021,Urban,Fair,No,1145573
1112,1471,2,5,1,1982,Suburban,Fair,No,523423
1113,1213,5,5,2,1999,Downtown,Fair,Yes,824227
1114,1647,2,4,3,1996,Urban,Good,No,733206
1115,4172,1,4,2,2013,Rural,Fair,No,846239
1116,2972,1,5,1,2024,Suburban,Excellent,No,963331
1117,4806,1,2,2,2012,Downtown,Excellent,No,1275655
1118,2295,2,1,1,2016,Suburban,Poor,No,536811
1119,4901,3,3,1,1998,Urban,Poor,Yes,1071395
1120,973,5,2,2,1982,Suburban,Good,Yes,593731
1121,1022,6,2,1,2014,Rural,Poor,No,387170
1122,3258,1,5,2,1988,Downtown,Good,No,1029315
1123,685,3,2,3,1997,Suburban,Good,Yes,528476
1124,3729,6,3,3,2020,Suburban,Excellent,Yes,1206006
1125,2801,2,5,3,2005,Suburban,Excellent,Yes,1037817
1126,3619,2,4,1,2011,Suburban,Excellent,Yes,1034838
1127,2147,5,4,3,1991,Urban,Poor,No,750669
1128,2055,4,5,1,1984,Suburban,Poor,No,619720
1129,4327,6,4,1,2013,Suburban,Poor,Yes,1066343
1130,3745,1,1,1,2021,Rural,Fair,Yes,702982
1131,2792,2,5,1,1980,Rural,Good,Yes,766158
1132,1740,4,5,2,1990,Urban,Good,No,799352
1133,2597,1,5,3,1997,Rural,Poor,Yes,650241
1134,3030,1,5,2,1989,Rural,Fair,Yes,749660
1135,4099,4,2,2,2021,Urban,Fair,No,998088
1136,4628,2,1,1,1986,Urban,Good,Yes,1066801
1137,1569,3,1,1,2018,Suburban,Fair,No,522436
1138,3343,5,2,3,2007,Suburban,Good,No,957598
1139,1451,3,4,3,2003,Urban,Poor,Yes,662277
1140,1800,3,2,2,2008,Downtown,Poor,Yes,755427
1141,2881,2,1,2,1988,Suburban,Excellent,No,793998
1142,4648,4,4,3,2006,Urban,Fair,Yes,1245184
1143,4029,5,4,3,2014,Downtown,Fair,No,1200764
1144,4055,5,5,3,1994,Rural,Fair,No,954950
1145,2265,1,3,3,2010,Suburban,Poor,Yes,660014
1146,3556,2,3,2,1989,Downtown,Fair,Yes,1030657
1147,1057,6,2,1,2024,Suburban,Excellent,Yes,741532
1148,3644,1,1,3,2017,Rural,Excellent,Yes,876536
1149,1803,3,2,1,1995,Rural,Poor,No,373858
1150,2094,4,2,3,2013,Urban,Excellent,No,897245
1151,4237,6,1,2,1987,Suburban,Poor,Yes,920316
1152,4722,2,1,2,2007,Downtown,Good,No,1171684
1153,4070,2,3,1,2013,Downtown,Fair,Yes,1127031
1154,1058,2,4,1,2015,Rural,Excellent,No,556260
1155,3918,4,2,1,2003,Downtown,Fair,No,1019718
1156,1455,1,3,3,2001,Rural,Fair,No,437308
1157,1472,1,2,3,1980,Urban,Fair,Yes,562482
1158,2568,3,1,3,2016,Rural,Excellent,Yes,771657
1159,3177,1,3,1,2002,Urban,Excellent,Yes,988083
1160,3800,6,3,1,2024,Rural,Good,No,984605
1161,1427,5,2,1,2017,Downtown,Excellent,Yes,914141
1162,1920,2,4,1,2020,Rural,Fair,Yes,574663
1163,1919,5,5,3,2018,Urban,Excellent,Yes,1058091
1164,2982,3,5,2,1982,Downtown,Fair,Yes,1014420
1165,1848,5,4,1,1980,Suburban,Good,Yes,788153
1166,1370,4,3,1,1998,Suburban,Poor,No,482672
1167,3494,1,1,1,2009,Urban,Excellent,No,939169
1168,1750,1,5,2,1982,Urban,Good,No,749562
1169,1656,4,3,3,2019,Urban,Good,Yes,865878
1170,4744,4,3,3,1982,Rural,Fair,Yes,1015338
1171,1462,3,4,1,2016,Downtown,Poor,Yes,750875
1172,4386,6,1,2,2009,Downtown,Excellent,Yes,1326818
1173,2076,6,1,2,2007,Suburban,Excellent,No,766670
1174,3199,3,5,2,1993,Downtown,Poor,No,998837
1175,913,5,2,2,1989,Suburban,Good,Yes,607829
1176,1111,3,4,2,1993,Rural,Fair,Yes,516928
1177,2810,3,2,1,1989,Rural,Good,No,633759
1178,3043,6,4,2,2013,Suburban,Good,Yes,997679
1179,1357,4,3,2,1990,Suburban,Good,No,646692
1180,4495,5,2,3,2007,Urban,Excellent,Yes,1295000
1181,1237,6,5,3,1989,Urban,Good,Yes,854692
1182,4357,2,4,2,1987,Downtown,Good,Yes,1279020
1183,1629,6,4,3,2017,Rural,Poor,Yes,635001
1184,4042,6,5,1,2018,Downtown,Fair,No,1223984
1185,2165,6,5,1,2003,Urban,Poor,No,786559
1186,4713,1,4,3,2009,Downtown,Excellent,No,1369150
1187,4088,5,3,1,1991,Downtown,Excellent,No,1238946
1188,1932,5,4,2,1998,Downtown,Good,Yes,968024
1189,1450,1,1,3,2006,Rural,Excellent,Yes,599459
1190,4723,5,1,3,1998,Downtown,Fair,Yes,1275824
1191,3721,1,2,2,1987,Urban,Excellent,No,1004624
1192,662,3,2,3,1998,Urban,Good,No,586747
1193,2578,1,4,1,1980,Rural,Fair,No,596631
1194,3200,3,2,3,2007,Suburban,Excellent,Yes,1012752
1195,1022,5,4,1,2020,Downtown,Fair,No,742687
1196,4837,2,4,1,1986,Suburban,Poor,No,942473
1197,1902,3,2,1,1985,Rural,Excellent,Yes,626650
1198,827,5,5,1,2016,Downtown,Poor,Yes,752383
1199,3533,2,2,3,1994,Urban,Fair,Yes,948444
1200,2733,6,1,2,1985,Suburban,Poor,Yes,691625
1201,4361,5,1,1,1989,Urban,Good,Yes,1075105
1202,1233,4,3,1,2005,Rural,Excellent,Yes,647815
1203,1202,4,1,1,2023,Downtown,Excellent,No,799787
1204,1919,2,3,1,1991,Rural,Poor,No,421708
1205,4564,5,5,3,1980,Suburban,Good,Yes,1236856
1206,842,5,1,3,2012,Suburban,Fair,No,465335
1207,2377,1,3,1,1994,Rural,Fair,No,517135
1208,4545,2,1,2,2015,Urban,Excellent,No,1152980
1209,4799,4,2,2,1991,Suburban,Good,No,1062341
1210,3152,2,2,3,2011,Downtown,Excellent,No,1089648
1211,3211,5,1,3,2004,Downtown,Fair,No,1003210
1212,1126,4,2,1,2012,Urban,Excellent,No,721003
1213,3485,4,1,1,1991,Urban,Excellent,Yes,1030215
1214,2609,1,2,3,2003,Urban,Fair,No,716735
1215,678,3,1,3,2001,Suburban,Excellent,No,533803
1216,1142,4,3,3,1993,Suburban,Poor,No,465797
1217,4054,6,4,2,2000,Suburban,Fair,Yes,1116370
1218,4684,1,3,2,1987,Rural,Excellent,Yes,1070224
1219,3736,2,5,1,1998,Rural,Poor,No,755392
1220,1673,4,1,3,2013,Rural,Good,Yes,596088
1221,4449,1,4,3,1999,Urban,Good,No,1155178
1222,1253,5,3,2,2019,Rural,Excellent,No,677867
1223,4641,6,1,2,2019,Rural,Poor,Yes,920814
1224,685,2,1,2,2024,Downtown,Fair,Yes,568461
1225,2165,6,3,3,1980,Rural,Good,Yes,753248
1226,993,3,1,2,2001,Downtown,Good,Yes,687041
1227,4374,1,2,2,1989,Downtown,Excellent,Yes,1268218
1228,4922,2,5,2,2022,Downtown,Good,No,1392159
1229,2450,1,3,2,1985,Urban,Fair,Yes,721275
1230,1215,4,1,1,1980,Suburban,Excellent,No,545605
1231,4594,1,3,1,2017,Urban,Good,No,1070514
1232,4732,1,2,1,2003,Downtown,Excellent,Yes,1290995
1233,2139,1,3,2,1990,Urban,Poor,Yes,672373
1234,1477,6,1,1,1981,Downtown,Fair,No,643911
1235,4501,6,5,2,2002,Urban,Poor,Yes,1210300
1236,4134,2,2,2,2012,Downtown,Good,Yes,1205477
1237,2833,3,1,1,2021,Downtown,Excellent,Yes,1038320
1238,2151,4,2,3,1997,Downtown,Excellent,Yes,998631
1239,2639,1,2,1,1983,Rural,Good,Yes,599685
1240,4959,1,3,1,2019,Downtown,Excellent,No,1288933
1241,2401,6,3,2,1993,Suburban,Fair,No,756292
1242,2959,6,1,1,1991,Downtown,Good,Yes,1009367
1243,3181,6,1,1,1991,Urban,Excellent,Yes,990914
1244,4487,4,3,1,1991,Urban,Poor,Yes,999890
1245,3484,4,5,1,2011,Suburban,Excellent,Yes,1083101
1246,742,5,3,1,2013,Suburban,Fair,Yes,510096
1247,3095,6,3,2,2011,Urban,Good,No,1014006
1248,3584,4,1,2,1999,Urban,Excellent,Yes,1072661
1249,4854,6,1,1,2006,Suburban,Fair,No,1055081
1250,853,2,5,3,2024,Downtown,Good,Yes,832986
1251,2187,4,1,2,2020,Downtown,Fair,No,815638
1252,3313,4,5,2,1997,Urban,Fair,Yes,1063752
1253,3412,5,1,2,2009,Urban,Good,Yes,980432
1254,4687,6,2,2,2023,Suburban,Good,Yes,1210814
1255,4588,3,1,2,1980,Downtown,Poor,Yes,1072155
1256,1611,1,4,2,1980,Downtown,Good,Yes,794935
1257,2659,2,3,2,2012,Suburban,Poor,No,637451
1258,2211,4,5,1,1998,Suburban,Poor,No,673477
1259,2637,6,4,2,2005,Rural,Good,No,832893
1260,2019,5,4,3,2000,Suburban,Fair,No,729340
1261,4010,5,2,2,1999,Rural,Good,No,913084
1262,3679,4,1,1,2013,Downtown,Good,No,1079246
1263,3501,4,4,2,2006,Downtown,Poor,Yes,1093815
1264,1324,2,5,2,1995,Urban,Fair,No,611797
1265,3816,2,4,3,1980,Downtown,Excellent,Yes,1244216
1266,1048,3,1,2,2018,Rural,Good,No,440785
1267,1098,1,5,3,2012,Rural,Fair,Yes,562330
1268,1717,2,2,2,2020,Urban,Poor,No,553071
1269,1539,1,1,1,2018,Rural,Poor,Yes,335332
1270,1448,4,1,3,2008,Downtown,Poor,Yes,707671
1271,3914,4,2,1,2014,Urban,Excellent,Yes,1164799
1272,1798,6,1,1,1989,Suburban,Fair,Yes,638721
1273,4535,3,3,3,1986,Downtown,Good,No,1265848
1274,3760,6,1,2,2006,Downtown,Fair,Yes,1118348
1275,4344,1,5,2,1980,Urban,Poor,No,945267
1276,3505,2,4,3,2009,Urban,Poor,Yes,969715
1277,4701,5,2,2,2013,Downtown,Poor,Yes,1195889
1278,3482,6,5,2,2009,Suburban,Good,No,1086123
1279,1158,6,4,2,2010,Suburban,Good,Yes,756187
1280,3451,5,5,2,1984,Rural,Poor,Yes,845364
1281,1390,6,1,2,2023,Downtown,Good,Yes,858963
1282,1463,2,4,2,1984,Rural,Good,Yes,551639
1283,1197,4,3,3,2020,Rural,Fair,No,490476
1284,4282,4,2,3,2016,Suburban,Fair,No,1028259
1285,4184,6,3,1,1992,Suburban,Excellent,Yes,1147154
1286,798,6,1,1,1982,Suburban,Poor,No,366390
1287,1189,3,2,3,2021,Downtown,Fair,Yes,778498
1288,4702,3,3,3,2015,Suburban,Poor,No,1029624
1289,3681,1,5,1,1988,Urban,Poor,Yes,938512
1290,2488,1,5,3,2001,Rural,Fair,No,668709
1291,3798,6,3,1,1990,Urban,Poor,Yes,1015373
1292,4696,3,4,3,1983,Rural,Excellent,No,1093249
1293,864,3,4,2,1992,Urban,Poor,Yes,541249
1294,3300,6,1,1,2011,Rural,Poor,No,639775
1295,4009,5,5,1,2015,Downtown,Fair,No,1168576
1296,1452,1,4,3,1994,Urban,Excellent,No,771909
1297,2465,1,1,1,1992,Downtown,Poor,No,618459
1298,3771,4,2,2,2024,Downtown,Fair,Yes,1146798
1299,1566,5,3,2,1992,Urban,Excellent,Yes,862487
1300,2500,1,5,1,1994,Downtown,Poor,Yes,841857
1301,1065,1,1,1,2008,Suburban,Good,Yes,478998
1302,3464,5,2,2,1988,Downtown,Excellent,Yes,1176746
1303,1225,3,5,1,2011,Urban,Fair,No,644302
1304,3605,5,3,3,1995,Urban,Good,Yes,1097602
1305,3439,4,5,2,1997,Rural,Fair,Yes,932142
1306,2488,3,5,1,1987,Urban,Fair,Yes,839775
1307,4206,6,4,1,1981,Downtown,Poor,No,1117303
1308,3747,3,1,1,1997,Downtown,Excellent,Yes,1153661
1309,3751,4,1,1,1993,Downtown,Fair,No,1004089
1310,1028,6,3,1,2014,Urban,Poor,No,559070
1311,2373,1,3,3,2019,Downtown,Excellent,Yes,1024999
1312,3779,6,3,3,2009,Downtown,Good,Yes,1307531
1313,4428,6,2,1,1980,Urban,Good,Yes,1154619
1314,3023,3,5,2,1982,Urban,Good,No,963370
1315,701,1,3,3,2022,Urban,Good,Yes,660015
1316,4390,1,4,1,2009,Rural,Good,No,924703
1317,3947,1,5,1,1997,Urban,Poor,No,896082
1318,2713,3,3,2,1988,Suburban,Fair,Yes,739283
1319,2506,1,1,1,2023,Downtown,Good,Yes,864648
1320,1098,6,3,2,1981,Urban,Poor,Yes,621049
1321,1494,1,5,2,1987,Rural,Fair,Yes,537531
1322,3642,6,4,1,2021,Downtown,Good,Yes,1230326
1323,3275,5,3,2,2006,Urban,Excellent,No,1049958
1324,1913,3,1,2,1989,Rural,Poor,Yes,449024
1325,4784,6,5,3,2002,Suburban,Excellent,Yes,1384550
1326,3721,6,1,1,1994,Downtown,Poor,Yes,1033054
1327,4896,5,4,2,1997,Suburban,Good,Yes,1258201
1328,2591,3,2,2,2000,Rural,Fair,No,618224
1329,3564,1,3,3,2012,Rural,Good,No,835172
1330,4277,4,2,3,1988,Suburban,Excellent,Yes,1153680
1331,2950,3,3,1,1985,Downtown,Excellent,Yes,1108325
1332,2222,2,4,1,1990,Rural,Excellent,No,715575
1333,1427,2,1,2,1981,Suburban,Poor,Yes,450403
1334,4936,4,4,2,1988,Downtown,Fair,No,1250721
1335,3359,3,5,3,2019,Rural,Poor,Yes,870180
1336,4277,4,4,3,2007,Urban,Excellent,Yes,1306410
1337,4772,1,2,1,2017,Urban,Excellent,No,1153140
1338,4192,2,5,3,2017,Urban,Poor,Yes,1106014
1339,4641,3,1,3,2013,Downtown,Good,No,1242685
1340,3209,2,2,1,1993,Downtown,Good,No,923742
1341,3445,3,2,1,1998,Urban,Excellent,No,975237
1342,1987,3,3,3,1986,Suburban,Good,Yes,737694
1343,2294,5,5,1,1981,Rural,Fair,Yes,737641
1344,811,3,2,2,2016,Downtown,Excellent,Yes,825081
1345,3016,1,1,2,2007,Downtown,Good,Yes,937453
1346,2881,6,1,2,1985,Suburban,Poor,No,669087
1347,4753,3,3,2,2020,Rural,Good,Yes,1113788
1348,1422,6,5,2,1992,Rural,Poor,Yes,573330
1349,3681,2,2,2,2010,Suburban,Excellent,Yes,1044651
1350,2915,2,2,3,1985,Suburban,Poor,No,627291
1351,4619,5,5,1,1991,Rural,Excellent,No,1162600
1352,2522,6,3,2,2013,Suburban,Good,Yes,918378
1353,4573,4,4,3,2002,Downtown,Good,Yes,1377980
1354,1520,3,4,2,2000,Suburban,Excellent,Yes,772294
1355,4407,3,1,2,2024,Downtown,Fair,No,1135732
1356,3975,6,2,1,1998,Urban,Fair,No,965744
1357,3247,3,3,2,2005,Downtown,Excellent,No,1124785
1358,1047,3,4,3,1994,Urban,Poor,No,582087
1359,3957,2,5,1,2014,Suburban,Poor,No,866301
1360,763,6,1,2,1985,Urban,Good,Yes,597885
1361,4848,2,3,3,1992,Suburban,Excellent,Yes,1230195
1362,1922,3,3,2,1993,Suburban,Poor,Yes,566715
1363,4913,1,5,2,2011,Rural,Fair,No,1008898
1364,798,2,2,1,1997,Rural,Excellent,No,403105
1365,2811,1,1,1,2012,Downtown,Poor,Yes,755697
1366,1382,6,5,2,1992,Urban,Good,No,846745
1367,791,3,3,2,1992,Rural,Good,No,448254
1368,2985,4,1,1,2006,Urban,Excellent,No,948713
1369,4750,2,4,1,2011,Downtown,Good,Yes,1335029
1370,2435,5,1,2,1994,Downtown,Good,No,883955
1371,3144,3,2,3,1985,Rural,Fair,Yes,770880
1372,2647,1,2,2,2019,Downtown,Fair,Yes,910088
1373,2664,4,3,3,2001,Suburban,Poor,No,739565
1374,645,3,2,3,2011,Downtown,Good,Yes,737708
1375,4379,6,4,3,2015,Rural,Poor,No,966913
1376,3677,2,1,1,2013,Rural,Fair,Yes,754922
1377,1531,1,4,2,1990,Downtown,Fair,No,721145
1378,675,3,1,2,1998,Urban,Good,No,491025
1379,1759,3,5,3,1993,Urban,Good,No,851125
1380,2325,3,2,1,2013,Downtown,Poor,No,756090
1381,2068,2,4,1,1980,Urban,Fair,Yes,691960
1382,4356,3,1,1,2019,Downtown,Fair,Yes,1124154
1383,2451,3,1,1,1997,Urban,Excellent,No,813734
1384,3903,3,5,3,2021,Suburban,Poor,Yes,998432
1385,2373,3,2,2,2016,Rural,Fair,No,595359
1386,2871,6,5,3,2010,Suburban,Fair,Yes,987481
1387,2373,1,5,1,1989,Suburban,Excellent,Yes,857065
1388,1237,1,2,3,2008,Downtown,Excellent,No,787421
1389,4699,1,2,3,2005,Downtown,Excellent,No,1292684
1390,3153,5,3,3,1985,Suburban,Fair,No,841713
1391,4181,5,4,2,2024,Urban,Poor,No,1079481
1392,2058,1,3,2,2022,Urban,Excellent,Yes,863642
1393,3733,3,2,3,1980,Suburban,Excellent,No,1025029
1394,2196,1,5,2,2001,Rural,Good,No,699322
1395,706,5,3,1,2021,Urban,Excellent,No,667126
1396,2672,3,1,3,1981,Downtown,Excellent,No,961216
1397,4478,6,5,1,1982,Urban,Poor,Yes,1129697
1398,1678,1,4,1,1983,Downtown,Poor,No,604486
1399,2873,2,5,3,1981,Urban,Good,Yes,1010590
1400,4829,1,4,2,2022,Rural,Poor,Yes,991140
1401,1808,6,3,1,1991,Downtown,Poor,No,736201
1402,4740,4,2,3,1980,Urban,Good,No,1142529
1403,3397,4,5,3,1985,Downtown,Poor,Yes,1075235
1404,2095,6,1,1,2000,Rural,Fair,Yes,581086
1405,3668,4,1,3,1995,Urban,Fair,Yes,975356
1406,1036,4,3,1,1997,Suburban,Good,No,545037
1407,2142,3,2,1,1998,Urban,Excellent,No,769102
1408,4613,3,5,2,2002,Downtown,Fair,Yes,1315636
1409,1875,5,5,1,2024,Downtown,Good,No,961665
1410,3403,6,5,3,1997,Rural,Fair,No,917242
1411,4431,3,1,1,2013,Suburban,Excellent,Yes,1113137
1412,3245,3,5,2,2022,Rural,Good,Yes,957764
1413,664,2,4,2,2001,Urban,Poor,Yes,518204
1414,3109,2,4,3,1991,Rural,Excellent,No,900817
1415,3871,4,2,2,2003,Urban,Excellent,No,1108039
1416,928,2,5,1,2006,Downtown,Good,No,704302
1417,1943,5,2,2,2018,Suburban,Fair,Yes,715801
1418,1040,1,3,1,2002,Downtown,Excellent,Yes,797370
1419,606,6,2,1,1991,Urban,Good,Yes,605065
1420,2534,2,4,1,1995,Suburban,Good,Yes,827796
1421,1905,3,1,2,2015,Downtown,Fair,No,747346
1422,4396,6,2,1,2004,Suburban,Good,Yes,1128433
1423,3279,3,4,3,2005,Rural,Good,No,843780
1424,2416,5,2,1,2003,Urban,Good,Yes,884910
1425,1232,6,2,1,2011,Suburban,Poor,Yes,535215
1426,4166,1,3,2,2021,Suburban,Excellent,Yes,1110420
1427,3148,4,4,1,1996,Downtown,Fair,Yes,1057654
1428,4838,1,4,1,2002,Rural,Excellent,Yes,1093797
1429,3213,2,5,3,2004,Downtown,Poor,No,1012137
1430,4060,1,3,2,1996,Rural,Excellent,No,959768
1431,3344,5,3,1,1991,Downtown,Excellent,Yes,1177591
1432,656,3,5,2,1992,Downtown,Excellent,Yes,880237
1433,2907,1,1,2,2009,Urban,Poor,No,659187
1434,4087,3,3,1,2014,Urban,Fair,No,999992
1435,4016,1,4,2,1999,Rural,Poor,No,734718
1436,4952,6,4,1,1991,Rural,Poor,Yes,1019998
1437,4642,4,3,2,2009,Suburban,Excellent,Yes,1212721
1438,3275,3,1,1,2018,Rural,Excellent,Yes,854547
1439,3073,4,4,1,1991,Urban,Poor,No,793845
1440,2169,5,3,2,2019,Suburban,Poor,No,693091
